adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/lcqVBBirzzX520AyOK3k7kXBDJ6.jpg,"[28, 53]",8681,en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",15.262,/3zlffXmo7QpVBc17QIJWrRfasVr.jpg,2009-01-28,Taken,False,7.3,7211
False,/pmLEmMLYCreFAxfdCt5uO1wDgSi.jpg,"[12, 16, 35, 10751]",9502,en,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",18.951,/mk3UyyaLyXhgIhmLji25OUPXvGR.jpg,2008-06-05,Kung Fu Panda,False,7.1,6617
False,/bvAWDh5CpRDN0HAm4oDS9V2PQ7G.jpg,"[10770, 18, 10751]",20497,en,Ballet Shoes,"An unusual explorer named Gum and his kindly niece adopt three orphans -- Pauline, Petrova and Posy -- and raise them as sisters in 1930s London. But the girls must fend for themselves when Gum doesn't return from one of his adventures. Together, they nurture their passions for acting, aviation and ballet in this charming TV adaptation of Noel Streatfield's novel.",16.937,/6ToVeBxxJVMbXnLktGcuTuALcxU.jpg,2008-08-26,Ballet Shoes,False,6.4,185
False,/fGq48GZp2PLVgx9IwW5lBf4DBYJ.jpg,"[10402, 18, 10749]",8328,en,Step Up 2: The Streets,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",15.123,/5SwoeOUyfkS8s6aGB2bLYAL5jKR.jpg,2008-02-14,Step Up 2: The Streets,False,6.6,1445
False,/1UvCyVRk8w9zXHoOAncDFgON3Eb.jpg,"[16, 10751]",13459,en,Barbie in 'A Christmas Carol',"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamourous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centred and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",9.861,/2ugnA4SpuCjzpLEj2tr989AmY6X.jpg,2008-11-04,Barbie in 'A Christmas Carol',False,6.8,267
False,/tFyhGkJgV6M5zZAjS8SBVqOjzH4.jpg,"[10752, 18]",14574,en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",12.266,/f40R9to84FGF7T5bp3KGB84Lklb.jpg,2008-11-07,The Boy in the Striped Pyjamas,False,7.8,3871
False,/bMKM38kagsyTPXkilIcZJZsgRH6.jpg,"[35, 18, 10749]",9870,en,Forgetting Sarah Marshall,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",15.066,/rAXlZmQ3gg4mScySg1kvs0ZLdCb.jpg,2008-04-17,Forgetting Sarah Marshall,False,6.4,2097
False,/jt2XH1zhcBW6PkIGc3OXSGoOx3i.jpg,"[12, 16, 35, 10751]",13053,en,Bolt,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",13.993,/pGA75RbbIDXlUJtzJogAtS0KyxL.jpg,2008-11-21,Bolt,False,6.4,3672
False,/ptNcTh2bewqzcV2qVpjDgsh6pTs.jpg,"[18, 36, 53, 10752]",2253,en,Valkyrie,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",15.669,/54GgkO63zZyJJb5Fk2CKvNIoUvr.jpg,2008-12-25,Valkyrie,False,6.8,2086
False,/8NKlqvUJ5IHk58KhM3Vwqp588jU.jpg,"[28, 18, 53]",12113,en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",12.898,/ngQAEKZVpT0SD9i98ApEgsQKC52.jpg,2008-10-10,Body of Lies,False,6.6,1618
False,/u4izHlsHk8jwalt5m7E2uzP8q9E.jpg,"[18, 14, 9648, 53, 10749]",4922,en,The Curious Case of Benjamin Button,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",18.482,/gjMR102u5hPdIAWX7O2rim8ZWgA.jpg,2008-12-25,The Curious Case of Benjamin Button,False,7.5,7279
False,/9IXGkjEW7o2aqXfSABfUb4W1Dr9.jpg,"[35, 18, 10751]",8359,en,Kit Kittredge: An American Girl,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",14.987,/xvOVJmoLlbHFxHw1PBMK72D4jY0.jpg,2008-07-02,Kit Kittredge: An American Girl,False,6.3,79
False,/aIv7WnkxMWsswEpaeRuNbC32D9d.jpg,"[18, 10749]",12405,en,Slumdog Millionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",13.948,/ojgf8iJpS4VX6jJfWGLpuEx0wm.jpg,2008-11-12,Slumdog Millionaire,False,7.7,6384
False,/m0JIsX9SLfHLxU1q6ud3ifJjXmC.jpg,"[28, 878, 53]",10483,en,Death Race,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",15.785,/3dIZ049AxmvrvNiXKPc36YNum7g.jpg,2008-08-22,Death Race,False,6.1,2197
False,/2PlLl1rSrGGyW1l4rNJ9Xpc0xJh.jpg,"[28, 80, 18, 53]",13051,en,Max Payne,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",19.424,/7zb2UsXRhcJn0NVk0wGBD2F7ML6.jpg,2008-10-16,Max Payne,False,5.2,1126
False,/g6FLR1fSleLUmYxufJNMTYiVpA4.jpg,"[28, 80, 53]",13809,en,RockNRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",11.082,/9tnHUDuUDrNJxJ3raxpKIrnYXlH.jpg,2008-10-30,RockNRolla,False,6.9,1519
False,/pr8sj9FozsiT45TMtkwFRWONNII.jpg,"[28, 12, 35, 10752]",7446,en,Tropic Thunder,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",14.673,/ue9QdvhpcNPvKQyLY5a5Pd0tagS.jpg,2008-08-13,Tropic Thunder,False,6.5,3358
False,/eiET76GO3xECOic1rL8VcTLuy3L.jpg,"[12, 14, 10751]",2454,en,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",18.659,/kSSyzqw9C4wUggicG4D81XmptR1.jpg,2008-05-16,The Chronicles of Narnia: Prince Caspian,False,6.5,3857
False,/hqD6srgp936PVALxjMULp8cfr4q.jpg,"[35, 18, 10749]",35102,cn,金瓶梅,"Based on the classic Chinese novel ""Jin Ping Mei,"" written during the Ming Dynasty. The novel itself is the first full length Chinese fictional work to depict sexuality in explicit manner. The movie (as well as novel) takes place during 1111-1127 and centers around Ximen Quing, a corrupt social climber and lustful merchant who is wealthy enough to marry a consort of wives and concubines.",11.072,/1u1xni2vMmVGbu70yKaOcmVqBOd.jpg,2008-09-19,The Forbidden Legend: Sex & Chopsticks,False,5.6,10
False,/c1PkxFxNdGhesu6hljDiK2zcF6c.jpg,"[14, 27]",11253,en,Hellboy II: The Golden Army,"An evil elf breaks an ancient pact between humans and creatures, and is on a mission to release 'The Golden Army', a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat prince and his army.",14.156,/fFcZqnWDeQsImDAAIyAimc3SGEl.jpg,2008-07-11,Hellboy II: The Golden Army,False,6.7,3080
False,/j7r0HwdQibJYPxmStqqucqWaX7u.jpg,"[12, 16, 14, 10751]",13179,en,Tinker Bell,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""",15.755,/wQYXOKYLImMk79eceoqtuK9Jre8.jpg,2008-10-27,Tinker Bell,False,6.6,767
False,/nUqFvwyLwZwT6Y3phbRNliTimZ5.jpg,"[28, 80, 53]",8909,en,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",11.496,/mUrkppyahzk6koYFekxeu0tmcPd.jpg,2008-06-19,Wanted,False,6.4,4481
False,/x9a4Q6Qlgh9Fk1f5z6K4r5OeLd9.jpg,"[28, 14]",8960,en,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",13.897,/dsCxSr4w3g2ylhlZg3v5CB5Pid7.jpg,2008-07-01,Hancock,False,6.3,5826
False,/6kVVfNT0auG6fU5SFQ1zbayNWUC.jpg,"[28, 53, 878]",7191,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",14.132,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,2008-01-15,Cloverfield,False,6.5,4324
False,/2Uwv3eUDRJ9UcjN8AlSg4GDm6TN.jpg,"[12, 10751, 14, 18]",8204,en,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",10.173,/nSLjsBDzwsIpQL534CNfAKidyAm.jpg,2008-02-14,The Spiderwick Chronicles,False,6.5,1488
False,/jnrvQO04kdoxYzxzIc7VM1meads.jpg,"[28, 12, 878, 53]",9381,en,Babylon A.D.,A veteran-turned-mercenary  is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,12.92,/eeoB2u438Z8b14HJn8TVe8X9F1U.jpg,2008-08-29,Babylon A.D.,False,5.5,1167
False,/mP1kvOxeOSJ6sDB0bzqtmsDgXCQ.jpg,"[28, 18, 36, 10752]",13813,en,Defiance,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",10.859,/ArY2fs0nK6DbrCKrxaMeCTVRZ0i.jpg,2008-12-31,Defiance,False,6.8,1008
False,/imz5ZodpQFYR9kbEmuNiJ5xvt2Q.jpg,"[28, 16, 27, 878]",13648,ja,Baiohazâdo: Dijenerêshon,"A zombie attack brings chaos to Harvardville Airport. Leon Kennedy and Claire Redfield , who fought the sinister Umbrella Corporation during the Raccoon City tragedy 7 years ago, are back. In high-octane Resident Evil style, they're ready to battle a rogue warrior who is seeking revenge after his family was killed in Raccoon City. The deadly G-Virus is unleashed and a new mutated monster rampages.",10.408,/vcduy3H9RelaER3F7jn7OGby1ws.jpg,2008-12-30,Resident Evil: Degeneration,False,6.4,450
False,/tBMh4ig85nU6EC57pXhWfosSGlW.jpg,"[28, 878, 12, 35, 10751]",88751,en,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",11.905,/nlYk34gpPfM6KFujxB9HTHZyeiL.jpg,2008-07-11,Journey to the Center of the Earth,False,5.9,2904
False,/t4DO37tO3mhMX4DCdnI1EPsRi26.jpg,"[80, 18, 9648]",3580,en,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",13.14,/qtte2n6ygA1zVG5kLrjUGui28TJ.jpg,2008-05-20,Changeling,False,7.5,2264
False,/n53EPBWZiz69sYzNDZmamYHdo6Q.jpg,[35],12133,en,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",11.385,/tDFNUuYkQ4ZeAlrBHeTtimAumXo.jpg,2008-07-25,Step Brothers,False,6.5,1864
False,/7JbI86bSgpGEyZ3X4BKN9LiY3s5.jpg,"[28, 878, 53]",13460,en,Doomsday,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",14.372,/fTwyePFDgcJVCL02GndcnZT3mvt.jpg,2008-03-14,Doomsday,False,5.8,623
False,/oe32Z6gfjeNldrEPQWIrW1IbSaF.jpg,[35],10201,en,Yes Man,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,14.72,/zqSqnHb045TN8Lzt2X4IVy8dfAW.jpg,2008-12-19,Yes Man,False,6.6,3818
False,/jft2L1Jhe9xhKhB5uYBzYIjGXkw.jpg,"[12, 16, 35, 14, 10751]",12222,en,Horton Hears a Who!,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home",13.319,/rcRoduyCzOA0orAS9By8w9gTxy8.jpg,2008-03-03,Horton Hears a Who!,False,6.3,1913
False,/gmLMaDXi4lFWG8WitaCYOJS5GtL.jpg,"[28, 12, 16, 878]",12180,en,Star Wars: The Clone Wars,Set between Episode II and III the Clone Wars is the first computer animated Star Wars film. Anakin and Obi Wan must find out who kidnapped Jabba the Hutts son and return him safely. The Seperatists will try anything to stop them and ruin any chance of a diplomatic agreement between the Hutt's and the Republic.,12.088,/xd6yhmtS6mEURZLwUDT5raEMbf.jpg,2008-08-15,Star Wars: The Clone Wars,False,5.8,882
False,/vpskSxNliiv1A4Nf4BhxNlUloO7.jpg,"[35, 18, 10749]",14072,hi,रब ने बना दी जोड़ी,"A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",13.335,/m8x6I2qf3R98HtF4DmJXcdxCU64.jpg,2008-12-12,Rab Ne Bana Di Jodi,False,6.7,121
False,/3ZmsKrY96jFXtpOIpYOsJD8pEXF.jpg,"[12, 16, 10751]",10199,en,The Tale of Despereaux,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",12.829,/8Nge4rXAQzU5w9U8OvnXuuJltL9.jpg,2008-12-19,The Tale of Despereaux,False,5.8,512
False,/22rKazIueNUJDYl12dijP4X0jxl.jpg,"[28, 35]",10661,en,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,15.528,/3n9FYKLJVqwrZ7Wf96eoF2cAowU.jpg,2008-06-06,You Don't Mess with the Zohan,False,5.5,2107
False,/jrWrNLPeeB4d7II30EJRSYX7Sbr.jpg,"[28, 35, 53]",11665,en,Get Smart,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",11.818,/zS3UhYJvy6oLTBgNckpoyAa0qNs.jpg,2008-06-19,Get Smart,False,6.1,2023
False,/rtlDVhRzjqjKwxchtbowrcXBUkd.jpg,"[35, 10402, 10749]",12182,en,Nick and Norah's Infinite Playlist,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",11.814,/pM199sJFY0MQo5IcfUFWmAZUlt7.jpg,2008-10-03,Nick and Norah's Infinite Playlist,False,6.4,758
