adult,budget,id,original_language,original_title,popularity,production_companies_id,production_companies_logo_path,production_companies_name,production_companies_origin_country,revenue,runtime,status,vote_average,vote_count
False,185000000,155,en,The Dark Knight,44.61,429.0,/2Tc1P3Ac8M479naPp1kYT3izLS5.png,DC Comics,US,1004558444,152,Released,8.4,20283
False,185000000,155,en,The Dark Knight,44.61,923.0,/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png,Legendary Entertainment,US,1004558444,152,Released,8.4,20283
False,185000000,155,en,The Dark Knight,44.61,9996.0,/3tvBqYsBhxWeHlu62SIJ1el93O7.png,Syncopy,GB,1004558444,152,Released,8.4,20283
False,185000000,155,en,The Dark Knight,44.61,118865.0,,Isobel Griffiths,GB,1004558444,152,Released,8.4,20283
False,185000000,155,en,The Dark Knight,44.61,9993.0,/2Tc1P3Ac8M479naPp1kYT3izLS5.png,DC Entertainment,US,1004558444,152,Released,8.4,20283
False,185000000,155,en,The Dark Knight,44.61,174.0,/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png,Warner Bros. Pictures,US,1004558444,152,Released,8.4,20283
False,140000000,1726,en,Iron Man,32.959,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,585174222,126,Released,7.6,16904
False,140000000,1726,en,Iron Man,32.959,4.0,/fycMZt242LVjagMByZOLUGbCvv3.png,Paramount,US,585174222,126,Released,7.6,16904
False,140000000,1726,en,Iron Man,32.959,7297.0,/l29JYQVZbTcjZXoz4CUYFpKRmM3.png,Fairview Entertainment,US,585174222,126,Released,7.6,16904
False,30000000,13387,en,Transporter 3,21.372,6877.0,,Grive Productions,,108979549,104,Released,6.1,1911
False,30000000,13387,en,Transporter 3,21.372,6896.0,/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png,EuropaCorp,FR,108979549,104,Released,6.1,1911
False,30000000,13387,en,Transporter 3,21.372,356.0,/9tW5wZEGotn1Ei5pErA88m47XiD.png,TF1 Films Production,FR,108979549,104,Released,6.1,1911
False,37000000,8966,en,Twilight,24.897,57750.0,,Twilight Productions,US,393616788,122,Released,6.0,7970
False,37000000,8966,en,Twilight,24.897,491.0,/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png,Summit Entertainment,US,393616788,122,Released,6.0,7970
False,37000000,8966,en,Twilight,24.897,12292.0,/llGRXF5WYUW2fzXg0ebCoKMXjmT.png,Temple Hill Entertainment,US,393616788,122,Released,6.0,7970
False,37000000,8966,en,Twilight,24.897,4000.0,,Maverick Films,US,393616788,122,Released,6.0,7970
False,37000000,8966,en,Twilight,24.897,5218.0,/dhb42ugM9DzSpDctTWCtABPVOW4.png,Imprint Entertainment,US,393616788,122,Released,6.0,7970
False,37000000,8966,en,Twilight,24.897,11843.0,,Goldcrest Pictures,GB,393616788,122,Released,6.0,7970
False,41677699,12429,ja,崖の上のポニョ,26.821,10342.0,/dT3UbXjca6TClutHJtr7GhkRALP.png,Studio Ghibli,JP,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,11726.0,,The Yomiuri Shimbun,,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,11846.0,/olUFlCIaeecGrCTE4WLbF3ro7pa.png,Hakuhodo DY Media Partners,JP,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,11847.0,/rZP0I1p3hZNUMNFPHUSal6rWThQ.png,Mitsubishi,JP,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,11849.0,,Lawson,,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,34557.0,,Taikei Office,,202404009,100,Released,7.6,1895
False,41677699,12429,ja,崖の上のポニョ,26.821,34558.0,,Asahi Soft Drinks Company,,202404009,100,Released,7.6,1895
False,200000000,10764,en,Quantum of Solace,27.964,7576.0,/oYcUi1byZ312Z3xiz5ojz9RQLND.png,Eon Productions,GB,586090727,106,Released,6.2,4754
False,200000000,10764,en,Quantum of Solace,27.964,21.0,/mjofSXiHpG5t6KYmU4l4FrUhT7m.png,Metro-Goldwyn-Mayer,US,586090727,106,Released,6.2,4754
False,200000000,10764,en,Quantum of Solace,27.964,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,586090727,106,Released,6.2,4754
False,200000000,10764,en,Quantum of Solace,27.964,22790.0,,B22,,586090727,106,Released,6.2,4754
False,200000000,10764,en,Quantum of Solace,27.964,10761.0,,Danjaq,US,586090727,106,Released,6.2,4754
False,200000000,10764,en,Quantum of Solace,27.964,60.0,/oJXpAs4I3W46e4dkaOEzCa4yBko.png,United Artists,US,586090727,106,Released,6.2,4754
False,180000000,10681,en,WALL·E,20.853,3.0,/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png,Pixar,US,521311860,98,Released,8.0,11589
False,180000000,10681,en,WALL·E,20.853,2.0,/wdrCwmRnLFJhEoH8GSfymY85KHT.png,Walt Disney Pictures,US,521311860,98,Released,8.0,11589
False,10000000,7555,en,Rambo,23.833,925.0,/dIb9hjXNOkgxu4kBWdIdK8nM4w.png,Nu Image,US,0,92,Released,6.5,1948
False,10000000,7555,en,Rambo,23.833,1632.0,/cisLn1YAUuptXVBa0xjq7ST9cH0.png,Lionsgate,US,0,92,Released,6.5,1948
False,10000000,7555,en,Rambo,23.833,10405.0,,Emmett/Furla Films,US,0,92,Released,6.5,1948
False,10000000,7555,en,Rambo,23.833,20363.0,,Equity Pictures Medienfonds GmbH & Co. KG IV,,0,92,Released,6.5,1948
False,10000000,7555,en,Rambo,23.833,1020.0,/kuUIHNwMec4dwOLghDhhZJzHZTd.png,Millennium Films,US,0,92,Released,6.5,1948
False,150000000,1724,en,The Incredible Hulk,22.37,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,163712074,114,Released,6.2,6862
False,150000000,10527,en,Madagascar: Escape 2 Africa,22.338,521.0,/kP7t6RwGz2AvvTkvnI1uteEwHet.png,DreamWorks Animation,US,603900354,89,Released,6.4,4109
False,150000000,10527,en,Madagascar: Escape 2 Africa,22.338,520.0,/pU7YTI9FfrICurXpl5V9TfCO0oJ.png,Pacific Data Images,US,603900354,89,Released,6.4,4109
False,80000000,10200,en,The Day the Earth Stood Still,17.572,6332.0,/42UPdZl6B2cFXgNUASR8hSt9mpS.png,Dune Entertainment III,US,233093859,104,Released,5.4,1884
False,80000000,10200,en,The Day the Earth Stood Still,17.572,20374.0,,Earth Canada Productions,,233093859,104,Released,5.4,1884
False,80000000,10200,en,The Day the Earth Stood Still,17.572,20375.0,,Hammerhead Productions,,233093859,104,Released,5.4,1884
False,80000000,10200,en,The Day the Earth Stood Still,17.572,787.0,/cCefBs1t7jxtiz3eCxBp9yxrxGx.png,3 Arts Entertainment,US,233093859,104,Released,5.4,1884
False,80000000,10200,en,The Day the Earth Stood Still,17.572,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,233093859,104,Released,5.4,1884
False,0,13004,en,Barbie and the Diamond Castle,22.008,6220.0,,Mattel,,0,78,Released,7.1,419
