adult;budget;id;original_language;original_title;popularity;production_companies_id;production_companies_logo_path;production_companies_name;production_companies_origin_country;revenue;runtime;status;vote_average;vote_count
False;58000000;293660;en;Deadpool;36.387;7505.0;/837VMM4wOkODc1idNxGT0KQJlej.png;Marvel Entertainment;US;783100000;108;Released;7.6;21285
False;58000000;293660;en;Deadpool;36.387;22213.0;/qx9K6bFWJupwde0xQDwOvXkOaL8.png;TSG Entertainment;US;783100000;108;Released;7.6;21285
False;58000000;293660;en;Deadpool;36.387;25.0;/qZCc1lty5FzX30aOCVRBLzaVmcp.png;20th Century Fox;US;783100000;108;Released;7.6;21285
False;58000000;293660;en;Deadpool;36.387;28788.0;;Genre Films;US;783100000;108;Released;7.6;21285
False;58000000;293660;en;Deadpool;36.387;431.0;;The Donners' Company;US;783100000;108;Released;7.6;21285
False;240000000;271110;en;Captain America: Civil War;34.034;420.0;/hUzeosd33nzE5MCNsZxCGEKTXaQ.png;Marvel Studios;US;1153304495;147;Released;7.4;15008
False;30000000;313369;en;La La Land;26.93;491.0;/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png;Summit Entertainment;US;445435700;129;Released;7.9;10803
False;30000000;313369;en;La La Land;26.93;33681.0;/dHx2nsV9AC7IBlKN2dk1FDImvOz.png;Black Label Media;US;445435700;129;Released;7.9;10803
False;30000000;313369;en;La La Land;26.93;10161.0;;Gilbert Films;US;445435700;129;Released;7.9;10803
False;30000000;313369;en;La La Land;26.93;53247.0;;Impostor Pictures;US;445435700;129;Released;7.9;10803
False;30000000;313369;en;La La Land;26.93;2527.0;/osO7TGmlRMistSQ5JZusPhbKUHk.png;Marc Platt Productions;US;445435700;129;Released;7.9;10803
False;180000000;259316;en;Fantastic Beasts and Where to Find Them;28.779;437.0;/nu20mtwbEIhUNnQ5NXVhHsNknZj.png;Heyday Films;GB;809342332;133;Released;7.4;12941
False;180000000;259316;en;Fantastic Beasts and Where to Find Them;28.779;174.0;/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png;Warner Bros. Pictures;US;809342332;133;Released;7.4;12941
False;150000000;269149;en;Zootopia;33.78;6125.0;/tVPmo07IHhBs4HuilrcV0yujsZ9.png;Walt Disney Animation Studios;US;1023784195;109;Released;7.7;10677
False;150000000;269149;en;Zootopia;33.78;2.0;/wdrCwmRnLFJhEoH8GSfymY85KHT.png;Walt Disney Pictures;US;1023784195;109;Released;7.7;10677
False;165000000;284052;en;Doctor Strange;28.431;420.0;/hUzeosd33nzE5MCNsZxCGEKTXaQ.png;Marvel Studios;US;677700000;115;Released;7.4;13673
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;41624.0;/wzKxIeQKlMP0y5CaAw25MD6EQmf.png;RatPac-Dune Entertainment;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;507.0;/z7H707qUWigbjHnJDMfj6QITEpb.png;Atlas Entertainment;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;9995.0;/mAIGhOYhN4N2N0F7p4dbKhgXf3l.png;Cruel & Unusual Films;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;429.0;/2Tc1P3Ac8M479naPp1kYT3izLS5.png;DC Comics;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;9993.0;/2Tc1P3Ac8M479naPp1kYT3izLS5.png;DC Entertainment;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;174.0;/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png;Warner Bros. Pictures;US;873260194;151;Released;5.8;12516
False;250000000;209112;en;Batman v Superman: Dawn of Justice;27.261;8881.0;;Zak Productions;;873260194;151;Released;5.8;12516
False;178000000;246655;en;X-Men: Apocalypse;20.309;431.0;;The Donners' Company;US;543934787;144;Released;6.5;8840
False;178000000;246655;en;X-Men: Apocalypse;20.309;7505.0;/837VMM4wOkODc1idNxGT0KQJlej.png;Marvel Entertainment;US;543934787;144;Released;6.5;8840
False;178000000;246655;en;X-Men: Apocalypse;20.309;9168.0;/hQNXrYIuyLRxMSBuGHk0GX7CCBS.png;Bad Hat Harry Productions;US;543934787;144;Released;6.5;8840
False;178000000;246655;en;X-Men: Apocalypse;20.309;22213.0;/qx9K6bFWJupwde0xQDwOvXkOaL8.png;TSG Entertainment;US;543934787;144;Released;6.5;8840
False;178000000;246655;en;X-Men: Apocalypse;20.309;25.0;/qZCc1lty5FzX30aOCVRBLzaVmcp.png;20th Century Fox;US;543934787;144;Released;6.5;8840
False;178000000;246655;en;X-Men: Apocalypse;20.309;28788.0;;Genre Films;US;543934787;144;Released;6.5;8840
False;10000000;316727;en;The Purge: Election Year;19.971;729.0;/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png;Why Not Productions;FR;118587880;105;Released;6.3;3156
False;10000000;316727;en;The Purge: Election Year;19.971;33.0;/8lvHyhjr8oUKOOy2dKXoALWKdp0.png;Universal Pictures;US;118587880;105;Released;6.3;3156
False;10000000;316727;en;The Purge: Election Year;19.971;3172.0;/kDedjRZwO8uyFhuHamomOhN6fzG.png;Blumhouse Productions;US;118587880;105;Released;6.3;3156
False;10000000;316727;en;The Purge: Election Year;19.971;2481.0;/nVEP2IHCDOBOldgDL4SSufitN9.png;Platinum Dunes;US;118587880;105;Released;6.3;3156
False;13000000;376290;en;Miss Sloane;16.118;7493.0;/452FO4LcI6lA6bfgl6w1kQYRBlr.png;FilmNation Entertainment;US;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;48188.0;;Transfilm;;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;85823.0;;Archery Pictures;;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;10611.0;/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png;Ciné+;FR;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;83.0;/9OQ0rm55xtlgX7KcAKMUePJSrQc.png;France 2 Cinéma;FR;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;104.0;/9aotxauvc9685tq9pTcRJszuT06.png;Canal+;FR;9101546;132;Released;7.5;1007
False;13000000;376290;en;Miss Sloane;16.118;20919.0;/aChpC4UVcQXG957aS9RfIe2BBF3.png;France Télévisions Distribution;FR;9101546;132;Released;7.5;1007
False;47000000;329865;en;Arrival;25.42;2575.0;/9YJrHYlcfHtwtulkFMAies3aFEl.png;21 Laps Entertainment;US;203388186;116;Released;7.5;11114
False;47000000;329865;en;Arrival;25.42;7493.0;/452FO4LcI6lA6bfgl6w1kQYRBlr.png;FilmNation Entertainment;US;203388186;116;Released;7.5;11114
False;47000000;329865;en;Arrival;25.42;32300.0;;Lava Bear Films;US;203388186;116;Released;7.5;11114
False;47000000;329865;en;Arrival;25.42;7294.0;/kK4PRgceWp9KNrycD8xx8seWxYU.png;Reliance Entertainment;IN;203388186;116;Released;7.5;11114
False;47000000;329865;en;Arrival;25.42;88466.0;;Xenolinguistics;;203388186;116;Released;7.5;11114
False;25000000;381284;en;Hidden Figures;21.111;711.0;/tEiIH5QesdheJmDAqQwvtN60727.png;Fox 2000 Pictures;US;230698791;127;Released;8.0;5216
False;25000000;381284;en;Hidden Figures;21.111;83024.0;;Levantine Films;;230698791;127;Released;8.0;5216
False;25000000;381284;en;Hidden Figures;21.111;7076.0;/8BFxn9NUWSgp0ndih569Gm62xiC.png;Chernin Entertainment;US;230698791;127;Released;8.0;5216
False;12000000;334543;en;Lion;20.537;308.0;/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png;The Weinstein Company;US;140312928;118;Released;8.2;4189
False;12000000;334543;en;Lion;20.537;7217.0;/vFbexaF70wSMUHRA6Fy6UcuA1ju.png;See-Saw Films;GB;140312928;118;Released;8.2;4189
False;12000000;334543;en;Lion;20.537;7584.0;/eGkfvvyf4fJTvBUR1xt1669IPA3.png;Screen Australia;AU;140312928;118;Released;8.2;4189
False;12000000;334543;en;Lion;20.537;13786.0;/1SZVpHLNMlYGshAXZK8FIIWQyu1.png;Aquarius Films;AU;140312928;118;Released;8.2;4189
False;12000000;334543;en;Lion;20.537;50501.0;/ySFGl5qxxurlkvvXBPGTD1uQ2Zy.png;Sunstar Entertainment;AU;140312928;118;Released;8.2;4189
False;75000000;335797;en;Sing;16.926;6704.0;/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png;Illumination Entertainment;US;632443719;108;Released;7.0;4630
False;75000000;335797;en;Sing;16.926;33.0;/8lvHyhjr8oUKOOy2dKXoALWKdp0.png;Universal Pictures;US;632443719;108;Released;7.0;4630
False;75000000;335797;en;Sing;16.926;3341.0;/dTG5dXE1kU2mpmL9BNnraffckLU.png;Fuji Television Network;JP;632443719;108;Released;7.0;4630
False;75000000;335797;en;Sing;16.926;1778.0;/69xm6sF3JxugGVjfZfm1YY6d7EE.png;Dentsu;JP;632443719;108;Released;7.0;4630
False;0;372058;ja;君の名は。;26.557;3756.0;/dH51ZYZnD7ezWMqZCItuvATr2j8.png;CoMix Wave Films;JP;357986087;106;Released;8.5;4698
False;40000000;324786;en;Hacksaw Ridge;21.388;455.0;;Permut Presentations;;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;8915.0;;Pandemonium;;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;13241.0;;Demarest Films;;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;10246.0;/rREvQNWAxkDfY9CDn2c5YxEMPdP.png;Cross Creek Pictures;US;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;50481.0;/mBgGtJJQ9aOpKBnuKXM75kHYT6D.png;Vendian Entertainment;US;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;491.0;/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png;Summit Entertainment;US;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;7437.0;/e5CcgFrdlxMUwlsS72si8q1yHBr.png;IM Global;US;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;7584.0;/eGkfvvyf4fJTvBUR1xt1669IPA3.png;Screen Australia;AU;175302354;139;Released;8.1;7157
False;40000000;324786;en;Hacksaw Ridge;21.388;10951.0;/48iBaAPgtoirf3C25HNkL9MhWfj.png;Screen NSW;AU;175302354;139;Released;8.1;7157
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;10893.0;;Big Screen Productions;;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;7076.0;/8BFxn9NUWSgp0ndih569Gm62xiC.png;Chernin Entertainment;US;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;8601.0;;Tim Burton Productions;;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;11199.0;/ursSXLOZaDxiZ84sEgfXbiFnYaa.png;SCOPE Pictures;BE;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;68621.0;;St. Petersburg Clearwater Film Commission;;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;22213.0;/qx9K6bFWJupwde0xQDwOvXkOaL8.png;TSG Entertainment;US;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;290.0;/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png;Ingenious Media;GB;296485719;127;Released;6.7;6626
False;110000000;283366;en;Miss Peregrine's Home for Peculiar Children;15.84;25.0;/qZCc1lty5FzX30aOCVRBLzaVmcp.png;20th Century Fox;US;296485719;127;Released;6.7;6626
False;60000000;313297;en;Kubo and the Two Strings;19.625;10146.0;/xnFIOeq5cKw09kCWqV7foWDe4AA.png;Focus Features;US;69929545;102;Released;7.7;2211
False;60000000;313297;en;Kubo and the Two Strings;19.625;11537.0;/AgCkAk8EpUG9fTmK6mWcaJA2Zwh.png;Laika Entertainment;US;69929545;102;Released;7.7;2211
False;175000000;278927;en;The Jungle Book;21.532;2.0;/wdrCwmRnLFJhEoH8GSfymY85KHT.png;Walt Disney Pictures;US;966550600;106;Released;6.8;5569
False;175000000;278927;en;The Jungle Book;21.532;7297.0;/l29JYQVZbTcjZXoz4CUYFpKRmM3.png;Fairview Entertainment;US;966550600;106;Released;6.8;5569
False;175000000;278927;en;The Jungle Book;21.532;20478.0;/gSS2OBc6dRsK2ewRx5lcwnARrpl.png;Moving Picture Company;GB;966550600;106;Released;6.8;5569
False;85000000;369885;en;Allied;18.184;4.0;/fycMZt242LVjagMByZOLUGbCvv3.png;Paramount;US;119520023;124;Released;6.7;2981
False;85000000;369885;en;Allied;18.184;3281.0;/8tMybAieh64uzvm8knSjXOFX8Qc.png;GK Films;GB;119520023;124;Released;6.7;2981
False;85000000;369885;en;Allied;18.184;11395.0;/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png;ImageMovers;US;119520023;124;Released;6.7;2981
False;85000000;369885;en;Allied;18.184;83645.0;;Huahua Media;CN;119520023;124;Released;6.7;2981
False;60000000;267860;en;London Has Fallen;17.542;73045.0;;LHF Film;;205754447;99;Released;5.9;2809
False;60000000;267860;en;London Has Fallen;17.542;73046.0;;Gerard Butler Alan Siegel Entertainment;;205754447;99;Released;5.9;2809
False;60000000;267860;en;London Has Fallen;17.542;74795.0;;Nu Boyana Film Studios;;205754447;99;Released;5.9;2809
False;60000000;267860;en;London Has Fallen;17.542;1020.0;/kuUIHNwMec4dwOLghDhhZJzHZTd.png;Millennium Films;US;205754447;99;Released;5.9;2809
False;200000000;330459;en;Rogue One: A Star Wars Story;25.724;1.0;/o86DbpburjxrqAzEDhXZcyE8pDb.png;Lucasfilm;US;1056057273;133;Released;7.5;9902
