adult,budget,genre_id,genre_name,id,original_language,original_title,popularity,revenue,runtime,status,vote_average,vote_count
False,185000000,18.0,Drama,155,en,The Dark Knight,44.61,1004558444,152,Released,8.4,20283
False,185000000,28.0,Action,155,en,The Dark Knight,44.61,1004558444,152,Released,8.4,20283
False,185000000,80.0,Crime,155,en,The Dark Knight,44.61,1004558444,152,Released,8.4,20283
False,185000000,53.0,Thriller,155,en,The Dark Knight,44.61,1004558444,152,Released,8.4,20283
False,140000000,28.0,Action,1726,en,Iron Man,32.959,585174222,126,Released,7.6,16904
False,140000000,878.0,Science Fiction,1726,en,Iron Man,32.959,585174222,126,Released,7.6,16904
False,140000000,12.0,Adventure,1726,en,Iron Man,32.959,585174222,126,Released,7.6,16904
False,30000000,28.0,Action,13387,en,Transporter 3,21.372,108979549,104,Released,6.1,1911
False,30000000,12.0,Adventure,13387,en,Transporter 3,21.372,108979549,104,Released,6.1,1911
False,30000000,53.0,Thriller,13387,en,Transporter 3,21.372,108979549,104,Released,6.1,1911
False,30000000,80.0,Crime,13387,en,Transporter 3,21.372,108979549,104,Released,6.1,1911
False,37000000,14.0,Fantasy,8966,en,Twilight,24.897,393616788,122,Released,6.0,7970
False,37000000,18.0,Drama,8966,en,Twilight,24.897,393616788,122,Released,6.0,7970
False,37000000,10749.0,Romance,8966,en,Twilight,24.897,393616788,122,Released,6.0,7970
False,41677699,16.0,Animation,12429,ja,崖の上のポニョ,26.821,202404009,100,Released,7.6,1895
False,41677699,10751.0,Family,12429,ja,崖の上のポニョ,26.821,202404009,100,Released,7.6,1895
False,200000000,12.0,Adventure,10764,en,Quantum of Solace,27.964,586090727,106,Released,6.2,4754
False,200000000,28.0,Action,10764,en,Quantum of Solace,27.964,586090727,106,Released,6.2,4754
False,200000000,53.0,Thriller,10764,en,Quantum of Solace,27.964,586090727,106,Released,6.2,4754
False,200000000,80.0,Crime,10764,en,Quantum of Solace,27.964,586090727,106,Released,6.2,4754
False,180000000,16.0,Animation,10681,en,WALL·E,20.853,521311860,98,Released,8.0,11589
False,180000000,10751.0,Family,10681,en,WALL·E,20.853,521311860,98,Released,8.0,11589
False,180000000,878.0,Science Fiction,10681,en,WALL·E,20.853,521311860,98,Released,8.0,11589
False,10000000,28.0,Action,7555,en,Rambo,23.833,0,92,Released,6.5,1948
False,10000000,53.0,Thriller,7555,en,Rambo,23.833,0,92,Released,6.5,1948
False,150000000,878.0,Science Fiction,1724,en,The Incredible Hulk,22.37,163712074,114,Released,6.2,6862
False,150000000,28.0,Action,1724,en,The Incredible Hulk,22.37,163712074,114,Released,6.2,6862
False,150000000,12.0,Adventure,1724,en,The Incredible Hulk,22.37,163712074,114,Released,6.2,6862
False,150000000,10751.0,Family,10527,en,Madagascar: Escape 2 Africa,22.338,603900354,89,Released,6.4,4109
False,150000000,16.0,Animation,10527,en,Madagascar: Escape 2 Africa,22.338,603900354,89,Released,6.4,4109
False,150000000,35.0,Comedy,10527,en,Madagascar: Escape 2 Africa,22.338,603900354,89,Released,6.4,4109
False,80000000,18.0,Drama,10200,en,The Day the Earth Stood Still,17.572,233093859,104,Released,5.4,1884
False,80000000,878.0,Science Fiction,10200,en,The Day the Earth Stood Still,17.572,233093859,104,Released,5.4,1884
False,80000000,53.0,Thriller,10200,en,The Day the Earth Stood Still,17.572,233093859,104,Released,5.4,1884
False,0,16.0,Animation,13004,en,Barbie and the Diamond Castle,22.008,0,78,Released,7.1,419
False,0,10751.0,Family,13004,en,Barbie and the Diamond Castle,22.008,0,78,Released,7.1,419
False,6100000,16.0,Animation,25741,en,Niko: Lentäjän poika,23.24,0,80,Released,5.5,77
False,6100000,10751.0,Family,25741,en,Niko: Lentäjän poika,23.24,0,80,Released,5.5,77
False,6100000,12.0,Adventure,25741,en,Niko: Lentäjän poika,23.24,0,80,Released,5.5,77
False,6100000,18.0,Drama,25741,en,Niko: Lentäjän poika,23.24,0,80,Released,5.5,77
False,6100000,14.0,Fantasy,25741,en,Niko: Lentäjän poika,23.24,0,80,Released,5.5,77
False,185000000,12.0,Adventure,217,en,Indiana Jones and the Kingdom of the Crystal Skull,19.638,786636033,122,Released,5.9,4829
False,185000000,28.0,Action,217,en,Indiana Jones and the Kingdom of the Crystal Skull,19.638,786636033,122,Released,5.9,4829
False,15000000,18.0,Drama,12162,en,The Hurt Locker,16.395,42000000,131,Released,7.3,3284
False,15000000,53.0,Thriller,12162,en,The Hurt Locker,16.395,42000000,131,Released,7.3,3284
False,15000000,10752.0,War,12162,en,The Hurt Locker,16.395,42000000,131,Released,7.3,3284
